Approx Module;VVenC Profile;Video;Read BER;Write BER;QP;Rep.;YUV-PSNR;Bitrate;Execution Time
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;1;36.3082;860.4;10228.612
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;2;36.3082;860.4;10270.99
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;3;36.3082;860.4;9689.738
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;27;4;36.3082;860.4;9743.436
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;0;33.0357;459.768;8454.93
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;1;33.0357;459.768;8381.447
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;2;33.0357;459.768;8251.975
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;3;33.0357;459.768;8219.961
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;32;4;33.0357;459.768;7965.912
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;0;30.4212;245.112;6910.604
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;1;30.4212;245.112;4997.466
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;2;30.4212;245.112;4836.196
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;3;30.4212;245.112;4752.859
fme_approx;randomaccess_medium;RaceHorses_416x240_30;1E_07;1E_07;37;4;30.4212;245.112;4698.114
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;0;40.0118;1600.104;1361.758
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;1;40.0118;1600.104;1433.26
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;2;40.0118;1600.104;1361.377
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;3;40.0118;1600.104;1344.188
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;22;4;40.0118;1600.104;1389.598
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;0;36.3082;860.4;1193.255
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;1;36.3082;860.4;1142.969
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;2;36.3082;860.4;886.97
ime_approx;randomaccess_medium;RaceHorses_416x240_30;0;0;27;3;36.3082;860.4;1042.542
